"user_birth_year","user_career","user_sex","location_city","location_region","location_country","date","provider_name","site_type","site_price","develop_time","marketing_spend"
2004,"Developer","Male","Pasadena","Newfoundland and Labrador","Canada","2024-06-24","Azure","Blog",187,43,200
2004,"Developer","Male","Pasadena","Newfoundland and Labrador","Canada","2024-07-25","GCP","E-commerce",138,113,500
2004,"Developer","Male","Pasadena","Newfoundland and Labrador","Canada","2023-08-20","Azure","Blog",109,173,1530
1980,"Liaison","Male","Tafresh","Markazi","Iran","2024-02-10","GCP","Business",170,155,1924
1980,"Liaison","Male","Tafresh","Markazi","Iran","2024-07-27","AWS","Blog",153,157,1900
1996,"Technician","Male","Relizane","Relizane","Algeria","2024-08-11","GCP","E-commerce",138,116,816
1996,"Technician","Male","Relizane","Relizane","Algeria","2023-09-26","AWS","Personal",196,146,1702
1964,"Planner","Male","Župa dubrovačka","Dubrovnik-Neretva County","Croatia","2024-04-11","Azure","Personal",191,88,1548
1964,"Planner","Male","Župa dubrovačka","Dubrovnik-Neretva County","Croatia","2025-01-24","Azure","E-commerce",149,113,1625
1964,"Planner","Male","Župa dubrovačka","Dubrovnik-Neretva County","Croatia","2023-10-28","Azure","Personal",193,107,1310
1969,"Producer","Male","Brasschaat","Flanders","Belgium","2023-05-13","AWS","Blog",179,123,248
1969,"Producer","Male","Brasschaat","Flanders","Belgium","2025-02-20","Azure","Portfolio",63,65,1065
1976,"Executive","Male","Kanazawa","Ishikawa Prefecture","Japan","2024-02-29","AWS","Portfolio",113,123,787
1976,"Executive","Male","Kanazawa","Ishikawa Prefecture","Japan","2024-02-29","Azure","E-commerce",83,25,1494
1976,"Executive","Male","Kanazawa","Ishikawa Prefecture","Japan","2024-06-07","Azure","Business",46,87,1664
1994,"Supervisor","Male","Crivina","Prahova County","Romania","2024-11-10","Azure","Blog",191,176,151
1994,"Supervisor","Male","Crivina","Prahova County","Romania","2024-10-18","AWS","Blog",160,44,1066
1978,"Agent","Male","Umerkot","Punjab","Pakistan","2023-11-08","AWS","Personal",195,133,533
1978,"Agent","Male","Umerkot","Punjab","Pakistan","2024-04-17","AWS","Portfolio",31,25,1857
1978,"Agent","Male","Umerkot","Punjab","Pakistan","2024-11-09","GCP","Personal",97,51,872
1978,"Agent","Male","Umerkot","Punjab","Pakistan","2025-01-30","Azure","E-commerce",80,22,137
1974,"Consultant","Male","Marsh Harbour","Central Abaco","The Bahamas","2024-12-17","AWS","E-commerce",117,15,1368
1974,"Consultant","Male","Marsh Harbour","Central Abaco","The Bahamas","2023-09-10","AWS","Personal",103,158,627
1974,"Consultant","Male","Marsh Harbour","Central Abaco","The Bahamas","2024-07-18","Azure","Portfolio",192,140,1119
1996,"Representative","Female","Partizánske","Trenčín Region","Slovakia","2024-12-30","AWS","Business",141,14,974
2004,"Manager","Female","Layou","Saint Andrew Parish","Saint Vincent And The Grenadines","2023-07-03","Azure","Portfolio",40,69,1671
2004,"Manager","Female","Layou","Saint Andrew Parish","Saint Vincent And The Grenadines","2024-07-10","Azure","Business",129,134,1208
1962,"Director","Female","Muang Thakhèk","Khammouane Province","Laos","2024-03-18","AWS","Business",141,14,974
1962,"Director","Female","Muang Thakhèk","Khammouane Province","Laos","2024-06-08","Azure","Portfolio",143,56,517
1980,"Producer","Male","Kandrian","West New Britain Province","Papua new Guinea","2023-07-07","AWS","Personal",192,140,1119
1980,"Producer","Male","Kandrian","West New Britain Province","Papua new Guinea","2024-05-09","Azure","Portfolio",28,124,982
1980,"Producer","Male","Kandrian","West New Britain Province","Papua new Guinea","2025-01-06","AWS","Personal",71,46,1912
1961,"Liaison","Female","Taitung","Taitung","Taiwan","2024-06-08","GCP","Portfolio",50,42,978
1961,"Liaison","Female","Taitung","Taitung","Taiwan","2024-11-06","Azure","Business",119,89,1077
1961,"Liaison","Female","Taitung","Taitung","Taiwan","2024-09-04","GCP","Business",89,96,1822
1965,"Engineer","Female","Najan","Riyadh","Saudi Arabia","2024-05-11","AWS","Portfolio",133,124,1786
1965,"Engineer","Female","Najan","Riyadh","Saudi Arabia","2024-05-17","AWS","Portfolio",70,110,728
1965,"Engineer","Female","Najan","Riyadh","Saudi Arabia","2023-07-22","Azure","Personal",64,152,1579
2005,"Developer","Male","Kalundborg","Region Zealand","Denmark","2024-07-04","Azure","Personal",85,10,487
2005,"Developer","Male","Kalundborg","Region Zealand","Denmark","2024-02-06","AWS","Portfolio",83,87,402
2000,"Consultant","Male","La Plaine","Saint Patrick Parish","Dominica","2024-03-03","GCP","Business",137,102,299
2000,"Consultant","Male","La Plaine","Saint Patrick Parish","Dominica","2023-11-06","Azure","Portfolio",18,157,663
2000,"Consultant","Male","La Plaine","Saint Patrick Parish","Dominica","2023-06-30","AWS","Personal",93,27,1199
1982,"Representative","Female","Zahlé","Beqaa Governorate","Lebanon","2023-11-24","AWS","Blog",72,47,1472
1982,"Representative","Female","Zahlé","Beqaa Governorate","Lebanon","2023-09-14","AWS","E-commerce",174,12,1910
1982,"Representative","Female","Zahlé","Beqaa Governorate","Lebanon","2023-09-22","AWS","Business",20,108,1296
2001,"Supervisor","Female","South Tangerang","Banten","Indonesia","2023-10-21","AWS","Business",42,112,773
1989,"Agent","Female","Aozou","Tibesti Region","Chad","2025-04-06","Azure","Personal",80,22,137
1989,"Agent","Female","Aozou","Tibesti Region","Chad","2024-06-26","AWS","Portfolio",191,88,1548
1994,"Developer","Female","Sedniv","Chernihivska oblast","Ukraine","2025-02-02","GCP","Blog",67,102,1775
1997,"Coordinator","Female","Eagan","Minnesota","United States","2024-08-20","Azure","Portfolio",124,103,1674
1997,"Coordinator","Female","Eagan","Minnesota","United States","2024-02-14","Azure","Personal",22,71,1430
1988,"Manager","Female","Mauren","Mauren","Liechtenstein","2024-06-08","GCP","Business",24,108,1736
1988,"Manager","Female","Mauren","Mauren","Liechtenstein","2024-05-16","Azure","Portfolio",134,9,296
1988,"Manager","Female","Mauren","Mauren","Liechtenstein","2024-05-11","GCP","Personal",174,86,282
1988,"Manager","Female","Mauren","Mauren","Liechtenstein","2024-05-15","GCP","E-commerce",67,102,1775
1996,"Architect","Female","Százhalombatta","Pest County","Hungary","2023-07-19","GCP","Portfolio",160,44,1066
1996,"Architect","Female","Százhalombatta","Pest County","Hungary","2025-01-21","AWS","Portfolio",18,157,663
1973,"Engineer","Male","Sauteurs","Saint Patrick Parish","Grenada","2023-06-05","GCP","Business",93,19,1175
1973,"Engineer","Male","Sauteurs","Saint Patrick Parish","Grenada","2024-07-15","AWS","E-commerce",64,152,1579
1973,"Engineer","Male","Sauteurs","Saint Patrick Parish","Grenada","2023-09-20","GCP","Portfolio",200,93,1391
1970,"Representative","Male","Piggotts","Saint George Parish","Antigua And Barbuda","2023-07-13","AWS","Personal",141,133,564
1970,"Representative","Male","Piggotts","Saint George Parish","Antigua And Barbuda","2024-06-21","Azure","Business",89,10,283
1970,"Representative","Male","Piggotts","Saint George Parish","Antigua And Barbuda","2024-09-07","AWS","Business",26,96,846
1982,"Assistant","Female","Woodlands","North West Community Development Council","Singapore","2023-07-23","GCP","Personal",120,101,1841
2003,"Executive","Female","Massawa","Northern Red Sea Region","Eritrea","2023-05-06","GCP","Personal",77,7,1350
2005,"Architect","Female","Oyem","Woleu-Ntem Province","Gabon","2025-01-26","AWS","Portfolio",164,42,836
2005,"Architect","Female","Oyem","Woleu-Ntem Province","Gabon","2024-01-22","GCP","Business",148,10,899
1977,"Executive","Male","Giehun","Eastern Province","Sierra Leone","2023-09-07","GCP","Blog",42,112,773
1977,"Executive","Male","Giehun","Eastern Province","Sierra Leone","2023-06-08","GCP","Personal",75,67,485
1960,"Facilitator","Male","Thaba-Tseka","Thaba-Tseka District","Lesotho","2023-07-10","Azure","Portfolio",42,112,773
1960,"Facilitator","Male","Thaba-Tseka","Thaba-Tseka District","Lesotho","2023-10-28","Azure","Blog",149,114,847
2003,"Consultant","Male","Cayon","Saint Mary Cayon Parish","Saint Kitts And Nevis","2024-12-19","Azure","Blog",71,115,327
2003,"Consultant","Male","Cayon","Saint Mary Cayon Parish","Saint Kitts And Nevis","2024-06-20","GCP","E-commerce",149,140,329
2003,"Consultant","Male","Cayon","Saint Mary Cayon Parish","Saint Kitts And Nevis","2023-09-12","AWS","Business",44,167,697
1994,"Orchestrator","Female","Dejen","Amhara Region","Ethiopia","2023-08-17","AWS","Personal",58,14,1159
1994,"Orchestrator","Female","Dejen","Amhara Region","Ethiopia","2023-12-23","GCP","Business",70,61,932
1994,"Orchestrator","Female","Dejen","Amhara Region","Ethiopia","2023-10-14","AWS","Business",89,10,283
1984,"Architect","Male","Lienchiang","Lienchiang","Taiwan","2024-04-11","Azure","Blog",167,159,980
1984,"Architect","Male","Lienchiang","Lienchiang","Taiwan","2024-03-25","GCP","Portfolio",25,64,1692
1991,"Assistant","Female","Bentong Town","Pahang","Malaysia","2024-08-01","AWS","Business",24,108,1736
1991,"Assistant","Female","Bentong Town","Pahang","Malaysia","2024-11-21","Azure","Blog",175,60,1665
1991,"Assistant","Female","Bentong Town","Pahang","Malaysia","2023-08-24","GCP","Portfolio",91,105,113
1991,"Assistant","Female","Bentong Town","Pahang","Malaysia","2023-08-15","AWS","E-commerce",46,87,1664
2002,"Director","Male","Chateaubelair","Saint David Parish","Saint Vincent And The Grenadines","2024-05-20","AWS","Portfolio",153,36,1786
2002,"Director","Male","Chateaubelair","Saint David Parish","Saint Vincent And The Grenadines","2025-03-08","AWS","Personal",151,174,1649
1965,"Strategist","Male","Copenhagen","Capital Region of Denmark","Denmark","2024-09-22","AWS","Business",78,66,1767
1965,"Strategist","Male","Copenhagen","Capital Region of Denmark","Denmark","2023-05-08","GCP","Portfolio",56,119,365
1965,"Strategist","Male","Copenhagen","Capital Region of Denmark","Denmark","2023-04-26","Azure","Business",158,5,855
1969,"Engineer","Male","Sekoma","Southern District","Botswana","2024-11-24","Azure","E-commerce",156,68,1803
1969,"Engineer","Male","Sekoma","Southern District","Botswana","2023-08-21","AWS","E-commerce",180,132,1452
1969,"Engineer","Male","Sekoma","Southern District","Botswana","2023-12-13","GCP","Portfolio",97,122,1823
1969,"Engineer","Male","Sekoma","Southern District","Botswana","2023-08-30","Azure","E-commerce",65,74,1612
1976,"Technician","Male","Municipio de Placetas","Villa Clara Province","Cuba","2024-11-09","AWS","Business",68,131,635
1976,"Technician","Male","Municipio de Placetas","Villa Clara Province","Cuba","2023-09-04","GCP","Portfolio",122,30,968
1976,"Technician","Male","Municipio de Placetas","Villa Clara Province","Cuba","2023-07-03","GCP","Portfolio",64,16,703
1976,"Planner","Female","Toshloq","Fergana Region","Uzbekistan","2023-12-31","AWS","Portfolio",29,74,644
1976,"Planner","Female","Toshloq","Fergana Region","Uzbekistan","2024-03-09","AWS","Business",122,169,1005
1976,"Planner","Female","Toshloq","Fergana Region","Uzbekistan","2024-12-17","AWS","Blog",156,13,1071
1976,"Planner","Female","Toshloq","Fergana Region","Uzbekistan","2024-02-04","Azure","Portfolio",52,127,1030
1998,"Strategist","Male","Koulamoutou","Ogooué-Lolo Province","Gabon","2024-02-29","Azure","E-commerce",31,161,1051
1998,"Strategist","Male","Koulamoutou","Ogooué-Lolo Province","Gabon","2024-04-05","AWS","Personal",143,56,517
1998,"Strategist","Male","Koulamoutou","Ogooué-Lolo Province","Gabon","2025-02-14","GCP","E-commerce",83,87,402
1998,"Strategist","Male","Koulamoutou","Ogooué-Lolo Province","Gabon","2024-07-09","Azure","Business",24,108,1736
1974,"Orchestrator","Female","Bāmyān","Bamyan","Afghanistan","2024-05-22","Azure","E-commerce",153,36,1786
1974,"Orchestrator","Female","Bāmyān","Bamyan","Afghanistan","2024-11-07","GCP","Portfolio",153,157,1900
1974,"Orchestrator","Female","Bāmyān","Bamyan","Afghanistan","2024-11-16","AWS","Portfolio",106,151,1731
1985,"Facilitator","Female","Filabusi","Matabeleland South Province","Zimbabwe","2023-08-10","AWS","Blog",16,153,1924
1985,"Facilitator","Female","Filabusi","Matabeleland South Province","Zimbabwe","2023-08-11","Azure","Portfolio",116,13,795
1985,"Facilitator","Female","Filabusi","Matabeleland South Province","Zimbabwe","2023-06-26","Azure","Business",101,157,1074
1985,"Facilitator","Female","Filabusi","Matabeleland South Province","Zimbabwe","2024-09-27","Azure","Portfolio",175,137,271
1992,"Assistant","Female","Kanton","Phoenix Islands","Kiribati","2024-12-10","AWS","Blog",101,147,1684
1992,"Assistant","Female","Kanton","Phoenix Islands","Kiribati","2025-02-20","GCP","Business",171,160,657
1992,"Assistant","Female","Kanton","Phoenix Islands","Kiribati","2024-06-15","GCP","E-commerce",106,151,1731
1992,"Assistant","Female","Kanton","Phoenix Islands","Kiribati","2023-10-23","AWS","Business",31,25,1857
2005,"Producer","Male","Lefkónoiko","Famagusta District (Mağusa)","Cyprus","2025-04-07","AWS","E-commerce",77,61,1342
2005,"Producer","Male","Lefkónoiko","Famagusta District (Mağusa)","Cyprus","2023-08-03","AWS","Portfolio",142,25,1266
1968,"Supervisor","Male","Montería","Córdoba","Colombia","2025-02-18","Azure","Portfolio",149,113,1625
1968,"Supervisor","Male","Montería","Córdoba","Colombia","2023-06-07","Azure","Personal",93,19,1175
1968,"Supervisor","Male","Montería","Córdoba","Colombia","2025-04-13","AWS","Personal",42,112,773
1995,"Supervisor","Male","Zwedru","Grand Gedeh County","Liberia","2023-09-24","AWS","Blog",28,169,1401
1973,"Architect","Male","Lielvārde","Lielvārde Municipality","Latvia","2023-11-24","GCP","Personal",151,174,1649
2003,"Designer","Male","Borgarfjarðarhreppur","Eastern Region","Iceland","2024-10-07","Azure","Business",132,122,1142
2003,"Designer","Male","Borgarfjarðarhreppur","Eastern Region","Iceland","2024-10-07","Azure","Personal",122,30,968
1985,"Executive","Female","Rocchetta Sant'Antonio","Apulia","Italy","2025-03-20","AWS","E-commerce",111,77,1017
1985,"Executive","Female","Rocchetta Sant'Antonio","Apulia","Italy","2023-07-22","Azure","E-commerce",169,20,1786
1986,"Planner","Male","Shahritus","Khatlon Province","Tajikistan","2023-05-29","Azure","E-commerce",70,97,1310
1980,"Engineer","Female","Livada","Satu Mare County","Romania","2024-07-13","AWS","E-commerce",187,115,1302
1980,"Engineer","Female","Livada","Satu Mare County","Romania","2024-07-11","AWS","Blog",50,46,360
1962,"Administrator","Male","Föhren","Rhineland-Palatinate","Germany","2024-07-28","AWS","E-commerce",168,144,1981
1962,"Administrator","Male","Föhren","Rhineland-Palatinate","Germany","2023-08-04","GCP","E-commerce",62,120,476
1962,"Administrator","Male","Föhren","Rhineland-Palatinate","Germany","2024-08-05","GCP","Personal",187,161,560
1972,"Associate","Male","Alcalde Díaz","Panamá Province","Panama","2024-01-13","AWS","Business",187,79,912
1972,"Associate","Male","Alcalde Díaz","Panamá Province","Panama","2024-05-30","AWS","Business",130,172,349
1972,"Associate","Male","Alcalde Díaz","Panamá Province","Panama","2023-10-22","GCP","Portfolio",129,134,1208
1972,"Associate","Male","Alcalde Díaz","Panamá Province","Panama","2024-12-23","GCP","E-commerce",189,84,788
1963,"Developer","Female","Gapyeong-gun","Gyeonggi Province","South Korea","2024-06-03","Azure","Blog",172,139,327
1994,"Producer","Male","Chateaubelair","Saint David Parish","Saint Vincent And The Grenadines","2023-10-25","GCP","Business",87,13,779
1986,"Planner","Male","Căuşeni","Căușeni District","Moldova","2023-07-26","GCP","Personal",72,47,1472
1986,"Planner","Male","Căuşeni","Căușeni District","Moldova","2023-06-16","GCP","Business",146,24,1300
1986,"Planner","Male","Căuşeni","Căușeni District","Moldova","2024-06-15","Azure","Blog",68,131,635
1986,"Planner","Male","Căuşeni","Căușeni District","Moldova","2025-03-27","Azure","E-commerce",163,163,140
1968,"Manager","Female","Peramoga","Gomel Region","Belarus","2023-10-26","GCP","Portfolio",151,143,442
1968,"Manager","Female","Peramoga","Gomel Region","Belarus","2024-11-13","Azure","Business",32,65,1343
1968,"Manager","Female","Peramoga","Gomel Region","Belarus","2025-02-04","Azure","Blog",27,135,259
1998,"Agent","Female","Matam Department","Matam","Senegal","2024-08-11","GCP","E-commerce",111,77,1017
1998,"Agent","Female","Matam Department","Matam","Senegal","2024-04-12","AWS","E-commerce",106,15,1961
1966,"Manager","Female","Okres Rožňava","Košice Region","Slovakia","2025-01-08","Azure","Personal",157,104,1016
1966,"Manager","Female","Okres Rožňava","Košice Region","Slovakia","2024-03-05","GCP","E-commerce",187,115,1302
1966,"Manager","Female","Okres Rožňava","Košice Region","Slovakia","2024-07-08","AWS","Portfolio",32,65,1343
2004,"Executive","Male","Ḩalfāyā","Hama Governorate","Syria","2023-06-26","GCP","Blog",156,68,1803
2004,"Executive","Male","Ḩalfāyā","Hama Governorate","Syria","2023-05-24","AWS","Personal",168,144,1981
2004,"Executive","Male","Ḩalfāyā","Hama Governorate","Syria","2024-05-23","AWS","Personal",126,13,1886
1973,"Developer","Male","Asmara","Maekel Region","Eritrea","2024-11-07","Azure","Portfolio",146,106,1771
1973,"Developer","Male","Asmara","Maekel Region","Eritrea","2024-11-10","GCP","E-commerce",80,22,137
1973,"Developer","Male","Asmara","Maekel Region","Eritrea","2025-04-02","AWS","Portfolio",193,129,574
1967,"Orchestrator","Male","Kalinovac","Koprivnica-Križevci County","Croatia","2024-03-20","Azure","Blog",63,65,1065
1967,"Orchestrator","Male","Kalinovac","Koprivnica-Križevci County","Croatia","2023-05-24","GCP","Business",102,101,1325
1969,"Director","Male","Auki","Malaita Province","Solomon Islands","2024-01-15","Azure","Business",81,44,1744
1969,"Director","Male","Auki","Malaita Province","Solomon Islands","2024-05-14","GCP","Personal",189,70,1730
1969,"Director","Male","Auki","Malaita Province","Solomon Islands","2024-03-25","Azure","E-commerce",160,44,1066
1988,"Producer","Female","Catió","Tombali Region","Guinea-Bissau","2025-03-19","AWS","Business",116,13,795
1988,"Producer","Female","Catió","Tombali Region","Guinea-Bissau","2023-11-13","GCP","Business",185,53,1689
1988,"Producer","Female","Catió","Tombali Region","Guinea-Bissau","2024-03-21","AWS","Blog",25,64,1692
1994,"Facilitator","Male","Tłuchowo","Kuyavian-Pomeranian Voivodeship","Poland","2023-05-06","Azure","Blog",103,158,627
1994,"Facilitator","Male","Tłuchowo","Kuyavian-Pomeranian Voivodeship","Poland","2024-04-07","Azure","E-commerce",35,28,1833
1994,"Facilitator","Male","Tłuchowo","Kuyavian-Pomeranian Voivodeship","Poland","2023-12-10","Azure","E-commerce",71,115,327
1994,"Facilitator","Male","Tłuchowo","Kuyavian-Pomeranian Voivodeship","Poland","2024-05-03","Azure","Personal",174,12,1910
1993,"Supervisor","Female","Piggs Peak","Hhohho District","Swaziland","2024-02-18","AWS","Blog",105,122,1614
1969,"Liaison","Female","Kuševac","Osijek-Baranja County","Croatia","2023-08-05","AWS","Business",146,106,1771
1969,"Liaison","Female","Kuševac","Osijek-Baranja County","Croatia","2024-09-23","GCP","E-commerce",124,103,1674
1993,"Associate","Male","Modra","Bratislava Region","Slovakia","2024-02-28","Azure","Business",196,29,1501
1993,"Associate","Male","Modra","Bratislava Region","Slovakia","2024-08-25","AWS","Portfolio",33,111,1525
1993,"Associate","Male","Modra","Bratislava Region","Slovakia","2024-12-04","GCP","Portfolio",88,73,1657
1967,"Designer","Female","Balzers","Balzers","Liechtenstein","2023-10-01","AWS","Blog",97,51,872
1967,"Designer","Female","Balzers","Balzers","Liechtenstein","2023-11-18","AWS","Portfolio",141,179,1310
1967,"Designer","Female","Balzers","Balzers","Liechtenstein","2024-07-11","GCP","Portfolio",30,60,1536
1992,"Manager","Female","Menen","Meneng District","Nauru","2024-04-03","Azure","Portfolio",146,24,1300
1992,"Manager","Female","Menen","Meneng District","Nauru","2024-08-03","Azure","E-commerce",69,88,1104
1986,"Associate","Male","Trinity","Trinity Palmetto Point Parish","Saint Kitts And Nevis","2023-06-13","AWS","Portfolio",26,168,1746
1986,"Associate","Male","Trinity","Trinity Palmetto Point Parish","Saint Kitts And Nevis","2024-03-30","GCP","Portfolio",70,84,1411
1986,"Associate","Male","Trinity","Trinity Palmetto Point Parish","Saint Kitts And Nevis","2025-02-10","AWS","Personal",42,87,1809
1986,"Associate","Male","Trinity","Trinity Palmetto Point Parish","Saint Kitts And Nevis","2024-09-29","GCP","Blog",169,151,427
1991,"Facilitator","Male","Chimichagua","Cesar","Colombia","2023-06-18","Azure","Business",191,66,1585
1991,"Facilitator","Male","Chimichagua","Cesar","Colombia","2024-01-17","GCP","E-commerce",106,15,1961
1991,"Facilitator","Male","Chimichagua","Cesar","Colombia","2023-07-11","Azure","Personal",64,16,703
1973,"Associate","Male","Clarence Town","Long Island","The Bahamas","2024-09-10","GCP","Personal",21,64,719
1973,"Associate","Male","Clarence Town","Long Island","The Bahamas","2025-03-30","Azure","Blog",172,139,327
1973,"Associate","Male","Clarence Town","Long Island","The Bahamas","2023-05-23","GCP","Personal",149,113,1625
1976,"Liaison","Male","Tvardița","Taraclia District","Moldova","2024-04-25","Azure","Business",90,99,1492
1976,"Liaison","Male","Tvardița","Taraclia District","Moldova","2023-08-04","GCP","E-commerce",89,96,1822
1993,"Orchestrator","Female","Kara-Balta","Chuy Region","Kyrgyzstan","2023-09-03","Azure","Personal",28,169,1401
1993,"Orchestrator","Female","Kara-Balta","Chuy Region","Kyrgyzstan","2024-10-29","Azure","Blog",58,14,1159
2000,"Strategist","Male","Coínco","Libertador General Bernardo O'Higgins","Chile","2023-06-03","AWS","Portfolio",97,86,1887
1996,"Facilitator","Female","Llano Grande","Veraguas Province","Panama","2024-08-06","AWS","E-commerce",70,64,1210
1996,"Facilitator","Female","Llano Grande","Veraguas Province","Panama","2024-12-23","GCP","E-commerce",196,146,1702
1987,"Associate","Male","Provincia de Moyobamba","San Martín","Peru","2024-02-24","Azure","E-commerce",70,97,1310
1987,"Associate","Male","Provincia de Moyobamba","San Martín","Peru","2023-05-30","AWS","Business",31,37,481
1987,"Associate","Male","Provincia de Moyobamba","San Martín","Peru","2024-05-05","GCP","Portfolio",189,84,788
1987,"Associate","Male","Provincia de Moyobamba","San Martín","Peru","2024-09-13","GCP","E-commerce",133,124,1786
1963,"Specialist","Male","Taiping","Sichuan","China","2024-05-13","AWS","Blog",64,157,568
1963,"Specialist","Male","Taiping","Sichuan","China","2024-04-10","AWS","Business",19,67,1943
1963,"Specialist","Male","Taiping","Sichuan","China","2024-04-26","Azure","Business",192,68,1362
1963,"Specialist","Male","Taiping","Sichuan","China","2023-12-20","AWS","Blog",44,167,697
1983,"Agent","Male","Podvelka","Podvelka Municipality","Slovenia","2024-06-17","AWS","Portfolio",122,30,968
1983,"Agent","Male","Podvelka","Podvelka Municipality","Slovenia","2024-04-27","AWS","Business",129,134,1208
1981,"Manager","Male","Luuq","Gedo","Somalia","2024-02-07","AWS","Blog",50,46,360
1981,"Manager","Male","Luuq","Gedo","Somalia","2023-09-09","Azure","Blog",134,15,1812
1981,"Manager","Male","Luuq","Gedo","Somalia","2023-07-07","AWS","Blog",145,90,1077
1981,"Manager","Male","Luuq","Gedo","Somalia","2024-05-27","AWS","Business",18,12,1598
1963,"Developer","Female","Papendrecht","South Holland","Netherlands","2023-08-03","GCP","Personal",64,157,568
1963,"Developer","Female","Papendrecht","South Holland","Netherlands","2024-03-21","GCP","Business",141,179,1310
1992,"Orchestrator","Female","Paldiski","Harju County","Estonia","2023-09-05","Azure","Personal",148,10,899
1992,"Orchestrator","Female","Paldiski","Harju County","Estonia","2024-09-10","AWS","Business",135,22,927
1992,"Orchestrator","Female","Paldiski","Harju County","Estonia","2025-03-09","GCP","E-commerce",106,15,1961
1992,"Orchestrator","Female","Paldiski","Harju County","Estonia","2024-08-14","AWS","Business",183,104,1653
1983,"Producer","Male","Balzers","Balzers","Liechtenstein","2024-11-10","AWS","Business",148,10,899
1967,"Engineer","Female","Tomil Municipality","Yap State","Micronesia","2023-08-12","Azure","Personal",120,101,1841
1967,"Engineer","Female","Tomil Municipality","Yap State","Micronesia","2023-09-30","Azure","Blog",31,25,1857
1972,"Director","Female","Madīnat Ḩamad","Central Governorate","Bahrain","2024-06-15","Azure","Personal",77,117,1938
1972,"Director","Female","Madīnat Ḩamad","Central Governorate","Bahrain","2024-02-18","AWS","Portfolio",113,123,787
1978,"Officer","Female","Ugoofaaru","Raa Atoll","Maldives","2023-04-30","Azure","Portfolio",169,151,427
1978,"Officer","Female","Ugoofaaru","Raa Atoll","Maldives","2023-06-08","AWS","E-commerce",83,25,1494
1978,"Officer","Female","Ugoofaaru","Raa Atoll","Maldives","2024-07-23","Azure","E-commerce",158,40,1031
1978,"Officer","Female","Ugoofaaru","Raa Atoll","Maldives","2023-12-22","GCP","Personal",121,80,262
1962,"Coordinator","Female","San Fernando","San Fernando","Trinidad And Tobago","2023-07-22","GCP","Business",178,155,188
1962,"Coordinator","Female","San Fernando","San Fernando","Trinidad And Tobago","2024-09-27","GCP","Portfolio",27,135,259
1962,"Coordinator","Female","San Fernando","San Fernando","Trinidad And Tobago","2023-07-08","AWS","Blog",148,10,899
1962,"Coordinator","Female","San Fernando","San Fernando","Trinidad And Tobago","2023-06-03","Azure","Personal",70,84,1411
1972,"Analyst","Male","Otaci","Ocnița District","Moldova","2023-07-13","AWS","Personal",62,25,399
1972,"Analyst","Male","Otaci","Ocnița District","Moldova","2023-06-11","Azure","Blog",60,150,768
1972,"Analyst","Male","Otaci","Ocnița District","Moldova","2023-10-06","GCP","E-commerce",158,40,1031
1972,"Analyst","Male","Otaci","Ocnița District","Moldova","2024-02-26","AWS","Business",153,36,1786
1997,"Facilitator","Male","Springfield","Saint Elizabeth Parish","Jamaica","2024-02-29","GCP","E-commerce",62,25,399
1997,"Facilitator","Male","Springfield","Saint Elizabeth Parish","Jamaica","2024-10-11","AWS","Personal",151,174,1649
1997,"Facilitator","Male","Springfield","Saint Elizabeth Parish","Jamaica","2024-02-28","AWS","Portfolio",70,84,1411
1997,"Facilitator","Male","Springfield","Saint Elizabeth Parish","Jamaica","2023-12-12","Azure","Business",86,179,237
1972,"Executive","Male","Jesenice","Jesenice Municipality","Slovenia","2024-02-23","AWS","E-commerce",21,125,461
1972,"Executive","Male","Jesenice","Jesenice Municipality","Slovenia","2024-07-15","GCP","Blog",160,5,388
1972,"Executive","Male","Jesenice","Jesenice Municipality","Slovenia","2024-07-10","Azure","Blog",70,84,1411
1981,"Liaison","Female","Arjeplog","Norrbotten County","Sweden","2023-07-03","Azure","Business",18,157,663
1981,"Liaison","Female","Arjeplog","Norrbotten County","Sweden","2024-06-27","AWS","Portfolio",19,110,1252
1981,"Liaison","Female","Arjeplog","Norrbotten County","Sweden","2024-12-01","Azure","Blog",34,54,1053
1984,"Associate","Female","Laikit, Laikit II (Dimembe)","Sulawesi Utara","Indonesia","2024-09-04","AWS","Business",153,36,1786
2001,"Administrator","Female","Penghu County","Penghu","Taiwan","2024-01-27","Azure","Business",187,115,1302
2001,"Administrator","Female","Penghu County","Penghu","Taiwan","2024-06-08","Azure","Blog",153,157,1900
2001,"Administrator","Female","Penghu County","Penghu","Taiwan","2024-05-14","Azure","Personal",109,173,1530
1994,"Consultant","Male","At-Bashi","Naryn Region","Kyrgyzstan","2023-12-28","GCP","E-commerce",30,60,1536
1994,"Consultant","Male","At-Bashi","Naryn Region","Kyrgyzstan","2023-05-11","Azure","Blog",171,160,657
1962,"Specialist","Female","Gurlan","Xorazm Region","Uzbekistan","2024-08-29","Azure","Portfolio",145,90,1077
1962,"Specialist","Female","Gurlan","Xorazm Region","Uzbekistan","2024-09-08","Azure","Business",56,119,365
1962,"Specialist","Female","Gurlan","Xorazm Region","Uzbekistan","2023-04-19","GCP","Portfolio",160,5,388
1962,"Specialist","Female","Gurlan","Xorazm Region","Uzbekistan","2024-09-17","GCP","Portfolio",196,146,1702
1969,"Assistant","Male","Fasito‘outa","A'ana","Samoa","2024-09-04","GCP","Business",102,101,1325
